hosp,procs,procCount,infCount,sir,ci-low,ci-high,comp
SAN MATEO MED CTR,Hip Prosthesis Surgery,28,0,,,,
"SAN RAMON REGIONAL MED CTR, INC.",Hip Prosthesis Surgery,32,0,,,,
SAN RAMON REGIONAL MED CTR,Hip Prosthesis Surgery,,,,,,
SAN RAMON REGIONAL MED CTR SOUTH BUILDING,Hip Prosthesis Surgery,,,,,,
SANTA BARBARA COTTAGE HOSPITAL,Hip Prosthesis Surgery,221,1,0.36,0.01,2.03,N.D.
SANTA BARBARA COTTAGE HOSP,Hip Prosthesis Surgery,,,,,,
REHABILITATION INSTITUTE AT SANTA BARBARA,Hip Prosthesis Surgery,,,,,,
"SANTA CLARA VALLEY MED CTR, SAN JOSE",Hip Prosthesis Surgery,36,0,,,,
"SANTA MONICA, UCLA MED CTR AND ORTHOPAEDIC",Hip Prosthesis Surgery,332,4,1.03,0.28,2.63,N.D.
SANTA ROSA MEMORIAL HOSP,Hip Prosthesis Surgery,266,1,0.47,0.01,2.62,N.D.
"SCRIPPS GREEN HOSP, LA JOLLA",Hip Prosthesis Surgery,490,1,0.28,0.01,1.56,N.D.
SCRIPPS HEALTH,Hip Prosthesis Surgery,236,2,0.62,0.08,2.25,N.D.
"SCRIPPS MERCY HOSP, SAN DIEGO",Hip Prosthesis Surgery,,,,,,
SCRIPPS MERCY HOSP CHULA VISTA,Hip Prosthesis Surgery,,,,,,
"SCRIPPS MEMORIAL HOSP, ENCINITAS",Hip Prosthesis Surgery,178,1,0.83,0.02,4.64,N.D.
"SCRIPPS MEMORIAL HOSP, LA JOLLA",Hip Prosthesis Surgery,224,1,0.54,0.01,2.99,N.D.
"SEQUOIA HOSP, REDWOOD CITY",Hip Prosthesis Surgery,148,0,0.00*,0.00,4.75,N.D.*
SETON MED CTR,Hip Prosthesis Surgery,83,0,,,,
"SETON MED CTR-COASTSIDE, MOSS BEACH",Hip Prosthesis Surgery,,,,,,
"SETON MED CTR, DALY CITY",Hip Prosthesis Surgery,,,,,,
SHARP CHULA VISTA MED CTR,Hip Prosthesis Surgery,66,1,,,,
SHARP CORONADO HOSP AND HEALTHCARE CTR,Hip Prosthesis Surgery,548,0,0.00,0.00,1.33,N.D.
"SHARP MEMORIAL HOSP, SAN DIEGO",Hip Prosthesis Surgery,467,3,0.65,0.13,1.89,N.D.
"SHASTA REGIONAL MED CTR, REDDING",Hip Prosthesis Surgery,104,0,0.00*,0.00,3.83,N.D.*
SHERMAN OAKS HOSP,Hip Prosthesis Surgery,29,0,,,,
"SIERRA NEVADA MEMORIAL HOSP, GRASS VALLEY",Hip Prosthesis Surgery,96,2,,,,
"SIERRA VIEW DISTRICT HOSP, PORTERVILLE",Hip Prosthesis Surgery,36,0,,,,
"SIERRA VISTA REGIONAL MED CTR, SAN LUIS OBISPO",Hip Prosthesis Surgery,94,0,,,,
"SILVER LAKE MED CTR, LOS ANGELES",Hip Prosthesis Surgery,<20,,,,,
SIMI VALLEY HOSP & HEALTH CARE SERVICES,Hip Prosthesis Surgery,51,0,,,,
SONOMA VALLEY HOSP,Hip Prosthesis Surgery,53,0,,,,
SONORA REGIONAL MED CTR,Hip Prosthesis Surgery,140,4,4.77*,1.30,12.21,High*
SONORA REGIONAL MED CTR CAMPUS #1,Hip Prosthesis Surgery,,,,,,
SONORA REGIONAL MED CTR CAMPUS #2,Hip Prosthesis Surgery,,,,,,
ST BERNARDINE MED CTR,Hip Prosthesis Surgery,219,0,0.00,0.00,2.01,N.D.
"ST ELIZABETH COMMUNITY HOSP, RED BLUFF",Hip Prosthesis Surgery,23,0,,,,
"ST HELENA HOSP, ST HELENA",Hip Prosthesis Surgery,164,0,0.00*,0.00,6.54,N.D.*
"ST JOHN'S PLEASANT VALLEY HOSP, ARILLO",Hip Prosthesis Surgery,74,0,,,,
"ST JOHN'S REGIONAL MED CTR, OXNARD",Hip Prosthesis Surgery,92,1,,,,
ST JOSEPH HOSP EUREKA,Hip Prosthesis Surgery,,,,,,
"ST JOSEPH HOSP, EUREKA",Hip Prosthesis Surgery,124,2,1.54,0.19,5.55,N.D.
"ST JOSEPH HOSP, ORANGE",Hip Prosthesis Surgery,318,3,0.95,0.20,2.76,N.D.
ST JOSEPH'S MED CTR OF STOCKTON,Hip Prosthesis Surgery,66,0,,,,
"ST JUDE MED CTR, FULLERTON",Hip Prosthesis Surgery,258,0,0.00,0.00,1.46,N.D.
"ST MARY MED CTR, APPLE VALLEY",Hip Prosthesis Surgery,113,0,0.00*,0.00,3.75,N.D.*
"ST MARY MED CTR, LONG BEACH",Hip Prosthesis Surgery,22,0,,,,
"ST MARY'S MED CTR, SAN FRANCISCO",Hip Prosthesis Surgery,115,1,1.33*,0.03,7.43,N.D.*
"ST ROSE HOSP, HAYWARD",Hip Prosthesis Surgery,63,1,,,,
"STANFORD HOSP, STANFORD",Hip Prosthesis Surgery,812,5,0.49,0.16,1.13,N.D.
"STANISLAUS SURGICAL HOSP, MODESTO",Hip Prosthesis Surgery,88,0,,,,
"SUTTER AMADOR HOSP, JACKSON",Hip Prosthesis Surgery,<20,,,,,
"SUTTER AUBURN FAITH HOSP, AUBURN",Hip Prosthesis Surgery,142,2,2.30*,0.28,8.31,N.D.*
"SUTTER COAST HOSP, CRESCENT CITY",Hip Prosthesis Surgery,<20,,,,,
"SUTTER DAVIS HOSPITAL, DAVIS",Hip Prosthesis Surgery,44,2,,,,
"SUTTER DELTA MED CTR, ANTIOCH",Hip Prosthesis Surgery,32,2,,,,
SUTTER EAST BAY HOSPS CTR,Hip Prosthesis Surgery,152,0,0.00,0.00,3.30,N.D.
"ALTA BATES SUMMIT MED CTR, ALTA BATES CAMPUS, BERKELEY",Hip Prosthesis Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, HERRICK CAMPUS, BERKELEY",Hip Prosthesis Surgery,,,,,,
SUTTER EAST BAY HOSPS CTR,Hip Prosthesis Surgery,241,0,0.00,0.00,1.96,N.D.
"ALTA BATES SUMMIT MED CTR, OAKLAND",Hip Prosthesis Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, SUMMIT CAMPUS, OAKLAND",Hip Prosthesis Surgery,,,,,,
SUTTER HEALTH SACRAMENTO SIERRA REGION,Hip Prosthesis Surgery,512,2,0.41,0.05,1.47,N.D.
"SUTTER GENERAL HOSP, SACRAMENTO",Hip Prosthesis Surgery,,,,,,
"SUTTER MEMORIAL HOSP, SACRAMENTO",Hip Prosthesis Surgery,,,,,,
"SUTTER LAKESIDE HOSP, LAKEPORT",Hip Prosthesis Surgery,58,0,,,,
SUTTER MATERNITY & SURGERY CTR OF SANTA CRUZ,Hip Prosthesis Surgery,69,0,,,,
"SUTTER MED CTR, CASTRO VALLEY",Hip Prosthesis Surgery,95,0,,,,
"EDEN MED CTR, CASTRO VALLEY",Hip Prosthesis Surgery,,,,,,
SAN LEANDRO HOSP,Hip Prosthesis Surgery,,,,,,
SUTTER MED CTR OF SANTA ROSA,Hip Prosthesis Surgery,133,0,0.00*,0.00,4.15,N.D.*
SUTTER ROSEVILLE MED CTR,Hip Prosthesis Surgery,282,1,0.39,0.01,2.19,N.D.
"SUTTER SOLANO MED CTR, VALLEJO",Hip Prosthesis Surgery,73,1,,,,
"SUTTER SURGICAL HOSP, NORTH VALLEY, YUBA CITY",Hip Prosthesis Surgery,51,0,,,,
SUTTER TRACY COMMUNITY HOSP,Hip Prosthesis Surgery,27,1,,,,
SUTTER WEST BAY HOSPS,Hip Prosthesis Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, DAVIES CAM HOSP, S F",Hip Prosthesis Surgery,<20,,,,,
SUTTER WEST BAY HOSPS,Hip Prosthesis Surgery,540,2,0.44,0.05,1.59,N.D.
"CALIFORNIA PACIFIC MED CTR, CA WEST CAM HOSP, S F",Hip Prosthesis Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, PACIFIC CAM HOSP, S F",Hip Prosthesis Surgery,,,,,,
"TAHOE FOREST HOSP, TRUCKEE",Hip Prosthesis Surgery,118,0,0.00*,0.00,4.51,N.D.*
"TEMPLE COMMUNITY HOSP, LOS ANGELES",Hip Prosthesis Surgery,<20,,,,,
"TORRANCE MEMORIAL MED CTR, TORRANCE",Hip Prosthesis Surgery,373,2,0.65,0.08,2.33,N.D.
"TRI-CITY MED CTR, OCEANSIDE",Hip Prosthesis Surgery,276,3,0.90,0.19,2.62,N.D.
"TRI-CITY REGIONAL MED CTR, HAWAIIAN GARDENS",Hip Prosthesis Surgery,<20,,,,,
TULARE REGIONAL MEDICAL CTR,Hip Prosthesis Surgery,20,1,,,,
"TWIN CITIES COMMUNITY HOSP, TEMPLETON",Hip Prosthesis Surgery,130,1,1.40*,0.04,7.78,N.D.*
"UHS-CORONA, INC.",Hip Prosthesis Surgery,36,0,,,,
"CORONA REGIONAL MED CTR, CAMPUS #1",Hip Prosthesis Surgery,,,,,,
"CORONA REGIONAL MED CTR, CAMPUS #2",Hip Prosthesis Surgery,,,,,,
"UKIAH VALLEY MED CTR/HOSP DRIVE, UKIAH",Hip Prosthesis Surgery,38,0,,,,
"UNIVERSITY OF CALIFORNIA DAVIS MED CTR, SACRAMENTO",Hip Prosthesis Surgery,381,2,0.36,0.04,1.32,N.D.
"UNIVERSAL HEALTH SERVICES OF RANCHO SPRINGS, INC.",Hip Prosthesis Surgery,169,0,0.00,0.00,2.08,N.D.
"SOUTHWEST HEALTHCARE SYSTEMS, MURRIETA",Hip Prosthesis Surgery,,,,,,
"SOUTHWEST HEALTHCARE SYSTEMS, WILDOMAR",Hip Prosthesis Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA IRVINE MED CTR, ORANGE",Hip Prosthesis Surgery,37,0,,,,
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",Hip Prosthesis Surgery,401,0,0.00,0.00,0.74,Low
"UNIVERSITY OF CALIFORNIA, SAN DIEGO MED CTR",Hip Prosthesis Surgery,,,,,,
"UCSD-LA JOLLA, JOHN M.& SALLY B. THORNTON HOSP",Hip Prosthesis Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",Hip Prosthesis Surgery,454,2,0.43,0.05,1.57,N.D.
"UCSF MED CTR, SAN FRANCISCO",Hip Prosthesis Surgery,,,,,,
"UCSF MED CTR AT MOUNT ZION, SAN FRANCISCO",Hip Prosthesis Surgery,,,,,,
"VALLEY PRESBYTERIAN HOSP, VAN NUYS",Hip Prosthesis Surgery,221,2,1.03,0.12,3.71,N.D.
"VERDUGO HILLS HOSP, GLENDALE",Hip Prosthesis Surgery,91,0,,,,
"VICTOR VALLEY COMMUNITY HOSP, VICTORVILLE",Hip Prosthesis Surgery,49,1,,,,
"WASHINGTON HOSP, FREMONT",Hip Prosthesis Surgery,510,4,1.34,0.37,3.44,N.D.
WATSONVILLE COMMUNITY HOSP,Hip Prosthesis Surgery,35,0,,,,
"WEST ANAHEIM MED CTR, ANAHEIM",Hip Prosthesis Surgery,27,1,,,,
WEST HILLS HOSP AND MED CTR,Hip Prosthesis Surgery,148,1,0.72,0.02,4.03,N.D.
WESTERN MED CTR SANTA ANA,Hip Prosthesis Surgery,<20,,,,,
"WHITE MEMORIAL MED CTR, LOS ANGELES",Hip Prosthesis Surgery,62,1,,,,
WHITTIER HOSP MED CTR,Hip Prosthesis Surgery,27,0,,,,
WOODLAND MEMORIAL HOSP,Hip Prosthesis Surgery,39,1,,,,
ADVENTIST HEALTH SYSTEMS,Abdominal Hysterectomy,55,0,,,,
"ADVENTIST MED CTR, HANFORD",Abdominal Hysterectomy,,,,,,
ADVENTIST MED CTR-SELMA,Abdominal Hysterectomy,,,,,,
"ADVENTIST MED CTR, REEDLEY",Abdominal Hysterectomy,<20,,,,,
"AHMC ANAHEIM REGIONAL MED CTR, ANAHEIM",Abdominal Hysterectomy,94,0,,,,
ALAMEDA COUNTY MED CTR,Abdominal Hysterectomy,108,0,0.00,0.00,2.98,N.D.
"ALAMEDA COUNTY MED CTR, OAKLAND",Abdominal Hysterectomy,,,,,,
"ALAMEDA COUNTY MED CTR-FAIRMONT CAMPUS, SAN LEANDRO",Abdominal Hysterectomy,,,,,,
ALAMEDA HOSP,Abdominal Hysterectomy,<20,,,,,
ALHAMBRA HOSP MED CTR,Abdominal Hysterectomy,<20,,,,,
"ALTA LOS ANGELES HOSPS, INC.",Abdominal Hysterectomy,<20,,,,,
LOS ANGELES COMMUNITY HOSP,Abdominal Hysterectomy,,,,,,
NORWALK COMMUNITY HOSP,Abdominal Hysterectomy,,,,,,
"ALVARADO HOSP, LLC",Abdominal Hysterectomy,<20,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #1, SAN DIEGO",Abdominal Hysterectomy,,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #2, SAN DIEGO",Abdominal Hysterectomy,,,,,,
"ANTELOPE VALLEY HOSP, LANCASTER",Abdominal Hysterectomy,130,0,0.00,0.00,3.37,N.D.
"ARROWHEAD RGN MED CTR, COLTON",Abdominal Hysterectomy,126,2,1.39,0.17,5.02,N.D.
BAKERSFIELD MEMORIAL HOSP,Abdominal Hysterectomy,83,0,,,,
"BANNER LASSEN MED CTR, SUSANVILLE",Abdominal Hysterectomy,<20,,,,,
BARSTOW COMMUNITY HOSP,Abdominal Hysterectomy,<20,,,,,
"BARTON MEMORIAL HOSP, SOUTH LAKE TAHOE",Abdominal Hysterectomy,<20,,,,,
BELLFLOWER MED CTR,Abdominal Hysterectomy,44,0,,,,
"BEVERLY HOSP, MONTEBELLO",Abdominal Hysterectomy,78,0,,,,
"BIGGS GRIDLEY MEMORIAL HOSP, GRIDLEY",Abdominal Hysterectomy,<20,,,,,
"BROTMAN MED CTR, CULVER CITY",Abdominal Hysterectomy,<20,,,,,
"CALIFORNIA HOSP MED CTR, LOS ANGELES",Abdominal Hysterectomy,108,0,0.00*,0.00,4.13,N.D.*
"CALIFORNIA PACIFIC MED CTR, ST LUKE'S CAMPUS,",Abdominal Hysterectomy,,,,,,
SAN FRANCISCO,Abdominal Hysterectomy,,,,,,
"CEDARS-SINAI MED CTR, LOS ANGELES",Abdominal Hysterectomy,482,4,1.46,0.40,3.73,N.D.
"CENTINELA HOSP MED CTR, INGLEWOOD",Abdominal Hysterectomy,<20,,,,,
"CHAPMAN MED CTR, ORANGE",Abdominal Hysterectomy,<20,,,,,
CHILDRENS HOSP AND RESEARCH CTR AT OAKLAND,Abdominal Hysterectomy,<20,,,,,
CHILDRENS HOSP OF LOS ANGELES,Abdominal Hysterectomy,<20,,,,,
"CHINESE HOSP, SAN FRANCISCO",Abdominal Hysterectomy,<20,,,,,
"CHINO VALLEY MED CTR, CHINO",Abdominal Hysterectomy,<20,,,,,
"CITRUS VALLEY MED CTR, INC.",Abdominal Hysterectomy,174,2,2.06*,0.25,7.46,N.D.*
"CITRUS VALLEY MED CTR, IC , COVINA",Abdominal Hysterectomy,,,,,,
"CITRUS VALLEY MED CTR, QV, WEST COVINA",Abdominal Hysterectomy,,,,,,
"CITY OF HOPE HELFORD CLINICAL RESEARCH HOSP, DUARTE",Abdominal Hysterectomy,100,1,0.54,0.01,3.00,N.D.
CLOVIS COMMUNITY MED CTR,Abdominal Hysterectomy,383,2,0.80,0.10,2.89,N.D.
"COAST PLAZA HOSP, NORWALK",Abdominal Hysterectomy,<20,,,,,
"COASTAL COMMUNITIES HOSP, SANTA ANA",Abdominal Hysterectomy,90,0,,,,
COLUSA REG MED CTR,Abdominal Hysterectomy,<20,,,,,
COMMUNITY AND MISSION HOSP OF HUNTINGTON PARK,Abdominal Hysterectomy,<20,,,,,
COMMUNITY HOSP LONG BEACH,Abdominal Hysterectomy,<20,,,,,
"COMMUNITY HOSP OF THE MONTEREY PENINSULA, MONTEREY",Abdominal Hysterectomy,50,1,,,,
COMMUNITY HOSP OF SAN BERNARDINO,Abdominal Hysterectomy,59,0,,,,
"COMMUNITY MEMORIAL HOSP, SAN BUENAVENTURA, VENTURA",Abdominal Hysterectomy,263,4,1.95,0.53,4.99,N.D.
"COMMUNITY REGIONAL MED CTR, FRESNO",Abdominal Hysterectomy,167,2,1.54,0.19,5.57,N.D.
"CONTRA COSTA REGIONAL MED CTR, MARTINEZ",Abdominal Hysterectomy,98,3,,,,
COUNTY OF VENTURA,Abdominal Hysterectomy,124,1,0.95,0.02,5.28,N.D.
VENTURA COUNTY MED CTR,Abdominal Hysterectomy,,,,,,
"VENTURA COUNTY MED CTR, SANTA PAULA HOSP",Abdominal Hysterectomy,,,,,,
"DAMERON HOSP, STOCKTON",Abdominal Hysterectomy,37,0,,,,
"DESERT REGIONAL MED CTR, PALM SPRINGS",Abdominal Hysterectomy,264,0,0.00,0.00,1.68,N.D.
"DESERT VALLEY HOSP, VICTORVILLE",Abdominal Hysterectomy,<20,,,,,
DIGNITY HEALTH,Abdominal Hysterectomy,85,1,,,,
"DOMINICAN HOSP CAMPUS #1, SANTA CRUZ",Abdominal Hysterectomy,,,,,,
"DOMINICAN HOSP CAMPUS #2, SANTA CRUZ",Abdominal Hysterectomy,,,,,,
DIGNITY HEALTH,Abdominal Hysterectomy,169,0,0.00,0.00,2.27,N.D.
"MERCY HOSP, BAKERSFIELD",Abdominal Hysterectomy,,,,,,
"MERCY SOUTHWEST HOSP, BAKERSFIELD",Abdominal Hysterectomy,,,,,,
DOCTORS HOSP OF MANTECA,Abdominal Hysterectomy,24,0,,,,
"DOCTORS HOSP OF WEST COVINA, INC, WEST COVINA",Abdominal Hysterectomy,<20,,,,,
"DOCTORS MED CTR, MODESTO",Abdominal Hysterectomy,123,2,1.87,0.23,6.76,N.D.
"DOCTORS MED CTR, SAN PABLO",Abdominal Hysterectomy,<20,,,,,
DOWNEY REGIONAL MED CTR,Abdominal Hysterectomy,83,0,,,,
"EARL & LORAINE MILLER CHILDREN'S HOSP, LONG BEACH",Abdominal Hysterectomy,304,4,1.37,0.37,3.51,N.D.
"EAST LOS ANGELES DOCTORS HOSP, LOS ANGELES",Abdominal Hysterectomy,28,0,,,,
"EAST VALLEY HOSP MED CTR, GLENDORA",Abdominal Hysterectomy,<20,,,,,
"EISENHOWER MED CTR, RANCHO MIRAGE",Abdominal Hysterectomy,43,0,,,,
EL CAMINO HOSP,Abdominal Hysterectomy,,,,,,
"EL CAMINO HOSP, LOS GATOS",Abdominal Hysterectomy,63,0,,,,
"EL CAMINO HOSP, MOUNTAIN VIEW",Abdominal Hysterectomy,338,2,0.79,0.10,2.87,N.D.
"EMANUEL MED CTR INC, TURLOCK",Abdominal Hysterectomy,38,1,,,,
ENLOE MED CTR,Abdominal Hysterectomy,28,0,,,,
"ENLOE MED CTR-COHASSET, CHICO",Abdominal Hysterectomy,,,,,,
"ENLOE MED CTR-ESPLANADE, CHICO",Abdominal Hysterectomy,,,,,,
"ENLOE REHABILITATION CTR, CHICO",Abdominal Hysterectomy,,,,,,
"FAIRCHILD MED CTR, YREKA",Abdominal Hysterectomy,<20,,,,,
FALLBROOK HOSP DISTRICT,Abdominal Hysterectomy,41,0,,,,
"FEATHER RIVER HOSP, PARADISE",Abdominal Hysterectomy,23,0,,,,
"FOOTHILL PRESBYTERIAN HSP-JOHNSTON MEMORIAL,",Abdominal Hysterectomy,,,,,,
GLENDORA,Abdominal Hysterectomy,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Abdominal Hysterectomy,148,0,0.00*,0.00,4.25,N.D.*
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Abdominal Hysterectomy,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Abdominal Hysterectomy,,,,,,
"FRANK R. HOWARD MEMORIAL HOSP, WILLITS",Abdominal Hysterectomy,<20,,,,,
FREMONT-RIDEOUT HEALTH GROUP,Abdominal Hysterectomy,35,0,,,,
"FREMONT MED CTR, YUBA CITY",Abdominal Hysterectomy,,,,,,
"RIDEOUT MEMORIAL HOSP, MARYSVILLE",Abdominal Hysterectomy,,,,,,
"FRENCH HOSP MED CTR, SAN LUIS OBISPO",Abdominal Hysterectomy,<20,,,,,
FRESNO HEART AND SURGICAL HOSP,Abdominal Hysterectomy,<20,,,,,
FRESNO SURGICAL HOSP,Abdominal Hysterectomy,33,0,,,,
GARDEN GROVE HOSP AND MED CTR,Abdominal Hysterectomy,22,0,,,,
"GARFIELD MED CTR, MONTEREY PARK",Abdominal Hysterectomy,130,0,0.00*,0.00,4.05,N.D.*
"GEORGE L. MEE MEMORIAL HOSP, KING CITY",Abdominal Hysterectomy,<20,,,,,
GLENDALE ADVENTIST MED CTR,Abdominal Hysterectomy,90,3,,,,
GLENDALE MEMORIAL HOSP AND HEALTH CTR,Abdominal Hysterectomy,42,0,,,,
"GLENN MED CTR, WILLOWS",Abdominal Hysterectomy,<20,,,,,
"GOLETA VALLEY COTTAGE HOSP, SANTA BARBARA",Abdominal Hysterectomy,<20,,,,,
"GOOD SAMARITAN HOSP, LOS ANGELES",Abdominal Hysterectomy,107,0,0.00*,0.00,4.05,N.D.*
"GOOD SAMARITAN HOSP, LP",Abdominal Hysterectomy,244,1,0.60,0.02,3.32,N.D.
"MISSION OAKS HOSP, LOS GATOS",Abdominal Hysterectomy,,,,,,
"GOOD SAMARITAN HOSP, SAN JOSE",Abdominal Hysterectomy,,,,,,
"GREATER EL MONTE COMMUNITY HOSP, SOUTH EL MONTE",Abdominal Hysterectomy,<20,,,,,
"GROSSMONT HOSP, LA MESA",Abdominal Hysterectomy,153,0,0.00*,0.00,3.76,N.D.*
"HAZEL HAWKINS MEMORIAL HOSP, HOLLISTER",Abdominal Hysterectomy,<20,,,,,
HEMET VALLEY MED CTR,Abdominal Hysterectomy,92,0,,,,
"HENRY MAYO NEWHALL MEMORIAL HOSP, VALENCIA",Abdominal Hysterectomy,69,0,,,,
"HI-DESERT MED CTR, JOSHUA TREE",Abdominal Hysterectomy,22,0,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, INC",Abdominal Hysterectomy,195,2,1.28,0.16,4.62,N.D.
"HOAG HOSPITAL, IRVINE",Abdominal Hysterectomy,,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, NEWPORT BEACH",Abdominal Hysterectomy,,,,,,
"HOLLYWOOD PRESBYTERIAN MED CTR, LOS ANGELES",Abdominal Hysterectomy,75,1,,,,
HOSPITAL COMMITTEE AREA LIVERMORE PLEASANTON,Abdominal Hysterectomy,56,0,,,,
"VALLEYCARE MEDICAL CENTER, PLEASANTON",Abdominal Hysterectomy,,,,,,
"VALLEY MEMORIAL HOSPITAL, LIVERMORE",Abdominal Hysterectomy,,,,,,
HUNTINGTON BEACH HOSP,Abdominal Hysterectomy,<20,,,,,
"HUNTINGTON MEMORIAL HOSP, PASADENA",Abdominal Hysterectomy,311,1,0.53,0.01,2.97,N.D.
"JOHN F. KENNEDY MEMORIAL HOSP, INDIO",Abdominal Hysterectomy,<20,,,,,
"JOHN MUIR MED CTR, CONCORD",Abdominal Hysterectomy,64,2,,,,
"JOHN MUIR MED CTR, WALNUT CREEK",Abdominal Hysterectomy,360,6,1.97,0.72,4.28,N.D.
"KAISER FOUNDATION HOSP, ANTIOCH",Abdominal Hysterectomy,137,1,0.91,0.02,5.04,N.D.
"KAISER FOUNDATION HOSP, BALDWIN PARK",Abdominal Hysterectomy,157,0,0.00,0.00,2.76,N.D.
"KAISER FOUNDATION HOSP-DOWNEY, BELLFLOWER",Abdominal Hysterectomy,229,0,0.00,0.00,1.79,N.D.
"KAISER FOUNDATION HOSP, FRESNO",Abdominal Hysterectomy,37,0,,,,
"KAISER FOUNDATION HOSP, LOS ANGELES",Abdominal Hysterectomy,128,3,2.14,0.44,6.24,N.D.
"KAISER FOUNDATION HOSP, MORENO VALLEY",Abdominal Hysterectomy,42,0,,,,
"KAISER FOUNDATION HOSP, PANORAMA CITY",Abdominal Hysterectomy,73,0,,,,
"KAISER FOUNDATION HOSP, REDWOOD CITY",Abdominal Hysterectomy,44,0,,,,
"KAISER FOUNDATION HOSP, RIVERSIDE",Abdominal Hysterectomy,225,1,0.51,0.01,2.84,N.D.
"KAISER FOUNDATION HOSP, ROSEVILLE",Abdominal Hysterectomy,194,1,0.58,0.02,3.24,N.D.
"KAISER FOUNDATION HOSP, SACRAMENTO",Abdominal Hysterectomy,358,1,0.30,0.01,1.69,N.D.
"KAISER FOUNDATION HOSP, SAN DIEGO",Abdominal Hysterectomy,112,0,0.00,0.00,3.37,N.D.
"KAISER FOUNDATION HOSP, SAN FRANCISCO",Abdominal Hysterectomy,152,0,0.00,0.00,2.52,N.D.
KAISER FOUNDATION HOSP-SAN JOSE,Abdominal Hysterectomy,57,1,,,,
"KAISER FOUNDATION HOSP, SAN RAFAEL",Abdominal Hysterectomy,<20,,,,,
KAISER FOUNDATION HOSP-SANTA CLARA,Abdominal Hysterectomy,205,2,0.82,0.10,2.95,N.D.
"KAISER FOUNDATION HOSP, SANTA ROSA",Abdominal Hysterectomy,48,0,,,,
"KAISER FOUNDATION HOSP SOUTH BAY, HARBOR CITY",Abdominal Hysterectomy,124,1,1.02*,0.03,5.70,N.D.*
KAISER FOUNDATION HOSP-SOUTH SACRAMENTO,Abdominal Hysterectomy,137,0,0.00,0.00,2.33,N.D.
"KAISER FOUNDATION HOSP, SOUTH SAN FRANCISCO",Abdominal Hysterectomy,24,1,,,,
"KAISER FOUNDATION HOSP, VACAVILLE",Abdominal Hysterectomy,<20,,,,,
"KAISER FOUNDATION HOSP & REHAB. CTR, VALLEJO",Abdominal Hysterectomy,51,1,,,,
KAISER FOUNDATION HOSP-WALNUT CREEK,Abdominal Hysterectomy,167,3,2.30,0.47,6.71,N.D.
"KAISER FOUNDATION HOSP-WEST LA, LOS ANGELES",Abdominal Hysterectomy,58,2,,,,
"KAISER FOUNDATION HOSP, WOODLAND HILLS",Abdominal Hysterectomy,31,0,,,,
KAISER FOUNDATION HOSPS,Abdominal Hysterectomy,109,1,1.28*,0.03,7.13,N.D.*
KAISER FOUNDATION HOSP-ANAHEIM MEDICAL CENTER,Abdominal Hysterectomy,,,,,,
KAISER FOUNDATION HOSP-LAKEVIEW MEDICAL CENTER,Abdominal Hysterectomy,,,,,,
KAISER FOUNDATION HOSPS,Abdominal Hysterectomy,,,,,,
"KAISER FOUNDATION HOSP, IRVINE",Abdominal Hysterectomy,177,0,0.00,0.00,2.77,N.D.
KAISER FOUNDATION HOSPS,Abdominal Hysterectomy,,,,,,
"KAISER FOUNDATION HOSP, FONTANA",Abdominal Hysterectomy,127,1,0.76,0.02,4.22,N.D.
"KAISER FOUNDATION HOSP, ONTARIO",Abdominal Hysterectomy,33,0,,,,
KAISER FOUNDATION HOSPS,Abdominal Hysterectomy,88,0,,,,
"KAISER FOUNDATION HOSP, FREMONT",Abdominal Hysterectomy,,,,,,
"KAISER FOUNDATION HOSP, HAYWARD/FREMONT",Abdominal Hysterectomy,,,,,,
KAISER FOUNDATION HOSPS,Abdominal Hysterectomy,91,0,,,,
"KAISER FOUNDATION HOSP, MODESTO",Abdominal Hysterectomy,,,,,,
"KAISER FOUNDATION HOSP, MANTECA",Abdominal Hysterectomy,,,,,,
KAISER FOUNDATION HOSPS,Abdominal Hysterectomy,213,4,1.84,0.50,4.72,N.D.
"KAISER FOUNDATION HOSP, OAKLAND/RICHMOND",Abdominal Hysterectomy,,,,,,
"KAISER FOUNDATION HOSP, RICHMOND CAMPUS",Abdominal Hysterectomy,,,,,,
"KAWEAH DELTA MED CTR, VISALIA",Abdominal Hysterectomy,167,0,0.00,0.00,2.77,N.D.
"KECK HOSP OF USC, LOS ANGELES",Abdominal Hysterectomy,77,0,0.00,0.00,2.77,N.D.
"KERN MED CTR, BAKERSFIELD",Abdominal Hysterectomy,114,1,0.68,0.02,3.76,N.D.
