hosp,procs,procCount,infCount,sir,ci-low,ci-high,comp
DIGNITY HEALTH,Appendix Surgery,131,0,0.00*,0.00,6.91,N.D.*
"DOMINICAN HOSP CAMPUS #1, SANTA CRUZ",Appendix Surgery,,,,,,
"DOMINICAN HOSP CAMPUS #2, SANTA CRUZ",Appendix Surgery,,,,,,
DIGNITY HEALTH,Appendix Surgery,287,4,2.45,0.67,6.27,N.D.
"MERCY HOSP, BAKERSFIELD",Appendix Surgery,,,,,,
"MERCY SOUTHWEST HOSP, BAKERSFIELD",Appendix Surgery,,,,,,
DOCTORS HOSP OF MANTECA,Appendix Surgery,54,1,,,,
"DOCTORS MED CTR, MODESTO",Appendix Surgery,203,3,4.32*,0.89,12.63,N.D.*
"DOCTORS MED CTR, SAN PABLO",Appendix Surgery,44,0,,,,
DOWNEY REGIONAL MED CTR,Appendix Surgery,149,0,0.00,0.00,3.00,N.D.
"EARL & LORAINE MILLER CHILDREN'S HOSP, LONG BEACH",Appendix Surgery,490,4,2.64,0.72,6.77,N.D.
"EAST LOS ANGELES DOCTORS HOSP, LOS ANGELES",Appendix Surgery,71,0,,,,
"EAST VALLEY HOSP MED CTR, GLENDORA",Appendix Surgery,<20,,,,,
"EISENHOWER MED CTR, RANCHO MIRAGE",Appendix Surgery,239,0,0.00,0.00,1.26,N.D.
EL CAMINO HOSP,Appendix Surgery,,,,,,
"EL CAMINO HOSP, LOS GATOS",Appendix Surgery,48,0,,,,
"EL CAMINO HOSP, MOUNTAIN VIEW",Appendix Surgery,371,0,0.00*,0.00,3.99,N.D.*
"EMANUEL MED CTR INC, TURLOCK",Appendix Surgery,240,5,2.60,0.85,6.08,N.D.
"ENCINO HOSP MED CTR, ENCINO",Appendix Surgery,<20,,,,,
ENLOE MED CTR,Appendix Surgery,224,0,0.00*,0.00,4.05,N.D.*
"ENLOE MED CTR-COHASSET, CHICO",Appendix Surgery,,,,,,
"ENLOE MED CTR-ESPLANADE, CHICO",Appendix Surgery,,,,,,
"ENLOE REHABILITATION CTR, CHICO",Appendix Surgery,,,,,,
"FAIRCHILD MED CTR, YREKA",Appendix Surgery,<20,,,,,
"FEATHER RIVER HOSP, PARADISE",Appendix Surgery,62,0,,,,
"FOOTHILL PRESBYTERIAN HSP-JOHNSTON MEMORIAL,",Appendix Surgery,,,,,,
GLENDORA,Appendix Surgery,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Appendix Surgery,324,0,0.00,0.00,1.81,N.D.
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Appendix Surgery,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Appendix Surgery,,,,,,
"FRANK R. HOWARD MEMORIAL HOSP, WILLITS",Appendix Surgery,<20,,,,,
FREMONT-RIDEOUT HEALTH GROUP,Appendix Surgery,122,0,0.00*,0.00,4.85,N.D.*
"FREMONT MED CTR, YUBA CITY",Appendix Surgery,,,,,,
"RIDEOUT MEMORIAL HOSP, MARYSVILLE",Appendix Surgery,,,,,,
"FRENCH HOSP MED CTR, SAN LUIS OBISPO",Appendix Surgery,58,0,,,,
GARDEN GROVE HOSP AND MED CTR,Appendix Surgery,109,0,0.00*,0.00,8.66,N.D.*
"GARFIELD MED CTR, MONTEREY PARK",Appendix Surgery,77,0,,,,
"GEORGE L. MEE MEMORIAL HOSP, KING CITY",Appendix Surgery,46,1,,,,
GLENDALE ADVENTIST MED CTR,Appendix Surgery,133,0,0.00,0.00,3.62,N.D.
GLENDALE MEMORIAL HOSP AND HEALTH CTR,Appendix Surgery,104,1,2.51*,0.06,13.96,N.D.*
"GOLETA VALLEY COTTAGE HOSP, SANTA BARBARA",Appendix Surgery,60,0,,,,
"GOOD SAMARITAN HOSP, LOS ANGELES",Appendix Surgery,89,1,,,,
"GOOD SAMARITAN HOSP, LP",Appendix Surgery,223,0,0.00*,0.00,4.57,N.D.*
"MISSION OAKS HOSP, LOS GATOS",Appendix Surgery,,,,,,
"GOOD SAMARITAN HOSP, SAN JOSE",Appendix Surgery,,,,,,
"GREATER EL MONTE COMMUNITY HOSP, SOUTH EL MONTE",Appendix Surgery,79,0,,,,
HEALDSBURG DISTRICT HOSP,Appendix Surgery,<20,,,,,
HEMET VALLEY MED CTR,Appendix Surgery,89,1,,,,
"HENRY MAYO NEWHALL MEMORIAL HOSP, VALENCIA",Appendix Surgery,185,0,0.00*,0.00,5.26,N.D.*
"HI-DESERT MED CTR, JOSHUA TREE",Appendix Surgery,54,0,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, INC",Appendix Surgery,408,0,0.00,0.00,1.62,N.D.
"HOAG HOSPITAL, IRVINE",Appendix Surgery,,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, NEWPORT BEACH",Appendix Surgery,,,,,,
HOLLYWOOD COMMUNITY HOSP OF HOLLYWOOD,Appendix Surgery,<20,,,,,
"HOLLYWOOD PRESBYTERIAN MED CTR, LOS ANGELES",Appendix Surgery,124,0,0.00*,0.00,4.95,N.D.*
HOSPITAL COMMITTEE AREA LIVERMORE PLEASANTON,Appendix Surgery,183,0,0.00*,0.00,6.30,N.D.*
"VALLEYCARE MEDICAL CENTER, PLEASANTON",Appendix Surgery,,,,,,
"VALLEY MEMORIAL HOSPITAL, LIVERMORE",Appendix Surgery,,,,,,
HUNTINGTON BEACH HOSP,Appendix Surgery,39,0,,,,
"HUNTINGTON MEMORIAL HOSP, PASADENA",Appendix Surgery,365,7,0.56,0.23,1.16,N.D.
"JOHN F. KENNEDY MEMORIAL HOSP, INDIO",Appendix Surgery,170,0,0.00*,0.00,9.71,N.D.*
"JOHN MUIR MED CTR, CONCORD",Appendix Surgery,124,0,0.00*,0.00,3.71,N.D.*
"JOHN MUIR MED CTR, WALNUT CREEK",Appendix Surgery,290,0,0.00,0.00,1.87,N.D.
"KAISER FOUNDATION HOSP, ANTIOCH",Appendix Surgery,138,1,0.92,0.02,5.13,N.D.
"KAISER FOUNDATION HOSP, BALDWIN PARK",Appendix Surgery,268,0,0.00*,0.00,4.43,N.D.*
"KAISER FOUNDATION HOSP-DOWNEY, BELLFLOWER",Appendix Surgery,562,11,5.00,2.50,8.95,High
"KAISER FOUNDATION HOSP, FRESNO",Appendix Surgery,119,0,0.00,0.00,3.43,N.D.
"KAISER FOUNDATION HOSP, LOS ANGELES",Appendix Surgery,364,0,0.00,0.00,1.77,N.D.
"KAISER FOUNDATION HOSP, MORENO VALLEY",Appendix Surgery,82,0,,,,
"KAISER FOUNDATION HOSP, PANORAMA CITY",Appendix Surgery,287,1,1.03*,0.03,5.75,N.D.*
"KAISER FOUNDATION HOSP, REDWOOD CITY",Appendix Surgery,105,0,0.00*,0.00,5.11,N.D.*
"KAISER FOUNDATION HOSP, RIVERSIDE",Appendix Surgery,273,0,0.00,0.00,2.53,N.D.
"KAISER FOUNDATION HOSP, ROSEVILLE",Appendix Surgery,427,0,0.00,0.00,1.42,N.D.
"KAISER FOUNDATION HOSP, SACRAMENTO",Appendix Surgery,207,0,0.00,0.00,3.08,N.D.
"KAISER FOUNDATION HOSP, SAN DIEGO",Appendix Surgery,453,0,0.00,0.00,2.24,N.D.
"KAISER FOUNDATION HOSP, SAN FRANCISCO",Appendix Surgery,210,1,0.53,0.01,2.93,N.D.
KAISER FOUNDATION HOSP-SAN JOSE,Appendix Surgery,296,0,0.00,0.00,1.54,N.D.
"KAISER FOUNDATION HOSP, SAN RAFAEL",Appendix Surgery,122,1,1.13*,0.03,6.27,N.D.*
KAISER FOUNDATION HOSP-SANTA CLARA,Appendix Surgery,366,0,0.00,0.00,1.30,N.D.
"KAISER FOUNDATION HOSP, SANTA ROSA",Appendix Surgery,198,2,1.54,0.19,5.58,N.D.
"KAISER FOUNDATION HOSP SOUTH BAY, HARBOR CITY",Appendix Surgery,157,0,0.00*,0.00,6.14,N.D.*
KAISER FOUNDATION HOSP-SOUTH SACRAMENTO,Appendix Surgery,262,0,0.00,0.00,2.03,N.D.
"KAISER FOUNDATION HOSP, SOUTH SAN FRANCISCO",Appendix Surgery,156,0,0.00,0.00,2.86,N.D.
"KAISER FOUNDATION HOSP, VACAVILLE",Appendix Surgery,97,1,,,,
"KAISER FOUNDATION HOSP & REHAB. CTR, VALLEJO",Appendix Surgery,155,0,0.00,0.00,3.06,N.D.
KAISER FOUNDATION HOSP-WALNUT CREEK,Appendix Surgery,321,2,0.81,0.10,2.93,N.D.
"KAISER FOUNDATION HOSP-WEST LA, LOS ANGELES",Appendix Surgery,145,1,1.81*,0.05,10.08,N.D.*
"KAISER FOUNDATION HOSP, WOODLAND HILLS",Appendix Surgery,210,0,0.00*,0.00,3.90,N.D.*
KAISER FOUNDATION HOSPS,Appendix Surgery,365,1,0.72,0.02,4.03,N.D.
KAISER FOUNDATION HOSP-ANAHEIM MEDICAL CENTER,Appendix Surgery,,,,,,
KAISER FOUNDATION HOSP-LAKEVIEW MEDICAL CENTER,Appendix Surgery,,,,,,
KAISER FOUNDATION HOSPS,Appendix Surgery,,,,,,
"KAISER FOUNDATION HOSP, IRVINE",Appendix Surgery,186,1,1.44*,0.04,8.02,N.D.*
KAISER FOUNDATION HOSPS,Appendix Surgery,,,,,,
"KAISER FOUNDATION HOSP, FONTANA",Appendix Surgery,395,0,0.00,0.00,2.60,N.D.
"KAISER FOUNDATION HOSP, ONTARIO",Appendix Surgery,112,0,0.00*,0.00,12.22,N.D.*
KAISER FOUNDATION HOSPS,Appendix Surgery,278,1,0.60,0.02,3.31,N.D.
"KAISER FOUNDATION HOSP, FREMONT",Appendix Surgery,,,,,,
"KAISER FOUNDATION HOSP, HAYWARD/FREMONT",Appendix Surgery,,,,,,
KAISER FOUNDATION HOSPS,Appendix Surgery,273,2,1.04,0.13,3.74,N.D.
"KAISER FOUNDATION HOSP, MODESTO",Appendix Surgery,,,,,,
"KAISER FOUNDATION HOSP, MANTECA",Appendix Surgery,,,,,,
KAISER FOUNDATION HOSPS,Appendix Surgery,366,2,0.83,0.10,2.98,N.D.
"KAISER FOUNDATION HOSP, OAKLAND/RICHMOND",Appendix Surgery,,,,,,
"KAISER FOUNDATION HOSP, RICHMOND CAMPUS",Appendix Surgery,,,,,,
"KAWEAH DELTA MED CTR, VISALIA",Appendix Surgery,316,2,1.03,0.12,3.70,N.D.
"KECK HOSP OF USC, LOS ANGELES",Appendix Surgery,<20,,,,,
"KERN MED CTR, BAKERSFIELD",Appendix Surgery,90,2,,,,
"KERN VALLEY HEALTHCARE DISTRICT, LAKE ISABELLA",Appendix Surgery,<20,,,,,
LA PALMA INTERCOMMUNITY HOSP,Appendix Surgery,39,0,,,,
"LAC+USC MED CTR, LOS ANGELES",Appendix Surgery,375,0,0.00,0.00,0.69,Low
"LAC/HARBOR-UCLA MED CTR, TORRANCE",Appendix Surgery,369,2,0.29,0.04,1.06,N.D.
LAKEWOOD REGIONAL MED CTR,Appendix Surgery,83,0,0.00,0.00,3.51,N.D.
"LODI MEMORIAL HOSP ASSOCIATION, INC.",Appendix Surgery,124,2,3.48*,0.42,12.57,N.D.*
LODI MEMORIAL HOSP,Appendix Surgery,(1RH),,,,,
LODI MEMORIAL HOSP-WEST,Appendix Surgery,,,,,,
LOMA LINDA UNIVERSITY MED CTR,Appendix Surgery,164,3,1.23,0.25,3.60,N.D.
"LOMA LINDA UNIV HEART & SURGICAL HOSP, REDLANDS",Appendix Surgery,,,,,,
"LOMA LINDA UNIV MED CTR EAST HOSP, LOMA LINDA",Appendix Surgery,,,,,,
"LOMA LINDA UNIV MED CTR, LOMA LINDA",Appendix Surgery,,,,,,
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,Appendix Surgery,119,1,3.64*,0.09,20.26,N.D.*
LOMPOC VALLEY MED CTR,Appendix Surgery,90,0,,,,
"LONG BEACH MEMORIAL MED CTR, LONG BEACH",Appendix Surgery,259,3,4.18*,0.86,12.21,N.D.*
LOS ALAMITOS MED CTR,Appendix Surgery,118,2,3.23*,0.39,11.65,N.D.*
"LOS ANGELES CO OLIVE VIEW-UCLA MED CTR, SYLMAR",Appendix Surgery,274,2,1.55,0.19,5.58,N.D.
LOS ROBLES REGIONAL MED CTR,Appendix Surgery,227,1,0.83,0.02,4.61,N.D.
"LOS ROBLES HOSP & MED CTR, E , THOUSAND OAKS",Appendix Surgery,,,,,,
"LOS ROBLES HOSP & MED CTR, THOUSAND OAKS",Appendix Surgery,,,,,,
THOUSAND OAKS SURGICAL HOSP,Appendix Surgery,,,,,,
"LUCILE SALTER PACKARD CHILDREN'S HOSP AT STANFORD,",Appendix Surgery,,,,,,
"MAD RIVER COMMUNITY HOSP, ARCATA",Appendix Surgery,34,0,,,,
MADERA COMMUNITY HOSP,Appendix Surgery,81,1,,,,
MAMMOTH HOSP,Appendix Surgery,24,0,,,,
MARIAN REGIONAL MEDICAL CENTER,Appendix Surgery,,,,,,
MARIAN REGIONAL MEDICAL CENTER,Appendix Surgery,212,0,0.00,0.00,1.90,N.D.
"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Appendix Surgery,61,0,,,,
"MARIN GENERAL HOSP, GREENBRAE",Appendix Surgery,139,0,0.00*,0.00,4.12,N.D.*
MARINA DEL REY HOSP,Appendix Surgery,84,0,,,,
"MARK TWAIN MEDICAL CENTER, SAN ANDREAS",Appendix Surgery,<20,,,,,
"MARSHALL MED CTR (1-RH), PLACERVILLE",Appendix Surgery,73,1,,,,
MEMORIAL HOSP LOS BANOS,Appendix Surgery,28,0,,,,
MEMORIAL HOSP OF GARDENA,Appendix Surgery,37,1,,,,
"MEMORIAL MED CTR, MODESTO",Appendix Surgery,236,1,0.50,0.01,2.77,N.D.
"MENDOCINO COAST DISTRICT HOSP, FORT BRAGG",Appendix Surgery,22,0,,,,
"MENIFEE VALLEY MED CTR, SUN CITY",Appendix Surgery,31,0,,,,
"MERCY GENERAL HOSP, SACRAMENTO",Appendix Surgery,107,0,0.00*,0.00,4.24,N.D.*
MERCY HOSP OF FOLSOM,Appendix Surgery,141,3,4.70*,0.97,13.72,N.D.*
MERCY MED CTR MERCED,Appendix Surgery,104,1,1.26*,0.03,7.02,N.D.*
MERCY MED CTR MT. SHASTA,Appendix Surgery,28,0,,,,
MERCY MED CTR REDDING,Appendix Surgery,112,0,0.00*,0.00,3.97,N.D.*
"MERCY SAN JUAN MED CTR, CARMICHAEL",Appendix Surgery,206,1,1.09*,0.03,6.08,N.D.*
METHODIST HOSP OF SACRAMENTO,Appendix Surgery,143,0,0.00*,0.00,6.02,N.D.*
"METHODIST HOSP OF SOUTHERN CA, ARCADIA",Appendix Surgery,131,1,2.29*,0.06,12.75,N.D.*
MILLS-PENINSULA HEALTH SERVICES,Appendix Surgery,196,1,0.65,0.02,3.64,N.D.
"MILLS HEALTH CTR, SAN MATEO",Appendix Surgery,,,,,,
"MILLS-PENINSULA MED CTR, BURLINGAME",Appendix Surgery,,,,,,
"MISSION COMMUNITY HOSP, PANORAMA",Appendix Surgery,33,0,,,,
MISSION HOSP REGIONAL MED CTR,Appendix Surgery,,,,,,
MISSION HOSP LAGUNA BEACH,Appendix Surgery,29,0,,,,
"MISSION HOSP REGIONAL MED CTR, MISSION VIEJO",Appendix Surgery,247,0,0.00*,0.00,5.05,N.D.*
MONTCLAIR HOSP MED CTR,Appendix Surgery,42,1,,,,
MONTEREY PARK HOSP,Appendix Surgery,67,0,,,,
"MOTION PICTURE & TELEVISION HOSP, WOODLAND HILLS",Appendix Surgery,<20,,,,,
"NATIVIDAD MED CTR, SALINAS",Appendix Surgery,128,6,6.68*,2.45,14.54,High*
NORTHBAY HEALTHCARE GROUP,Appendix Surgery,,,,,,
"NORTHBAY MED CTR, FAIRFIELD",Appendix Surgery,98,0,,,,
"NORTHBAY VACAVALLEY HOSP, VACAVILLE",Appendix Surgery,46,0,,,,
"NORTHERN INYO HOSP, BISHOP",Appendix Surgery,22,0,,,,
NORTHRIDGE HOSP MED CTR,Appendix Surgery,261,1,1.04*,0.03,5.81,N.D.*
NOVATO COMMUNITY HOSP,Appendix Surgery,40,0,,,,
"O'CONNOR HOSP, SAN JOSE",Appendix Surgery,210,1,0.86,0.02,4.76,N.D.
"OAK VALLEY HOSP DISTRICT (2-RH), OAKDALE",Appendix Surgery,38,0,,,,
"OJAI VALLEY COMMUNITY HOSP, OJAI",Appendix Surgery,29,0,,,,
"OLYMPIA MED CTR, LOS ANGELES",Appendix Surgery,44,0,,,,
"ORANGE COAST MEMORIAL MED CTR, FOUNTAIN VALLEY",Appendix Surgery,162,1,1.13*,0.03,6.32,N.D.*
PACIFIC ALLIANCE MED CTR,Appendix Surgery,32,0,,,,
PACIFIC HOSP OF LONG BEACH,Appendix Surgery,<20,,,,,
"PACIFICA HOSP OF THE VALLEY, SUN VALLEY",Appendix Surgery,53,0,,,,
"PALM DRIVE HOSP, SEBASTOPOL",Appendix Surgery,<20,,,,,
PALMDALE REGIONAL MEDICAL CTR,Appendix Surgery,67,0,,,,
"PALO VERDE HOSP, BLYTHE",Appendix Surgery,23,0,,,,
PALOMAR HEALTH,Appendix Surgery,165,0,0.00,0.00,2.76,N.D.
"PALOMAR HEALTH DOWNTOWN CAMPUS, ESCONDIDO",Appendix Surgery,,,,,,
"PALOMAR MED CTR, ESCONDIDO",Appendix Surgery,,,,,,
"PARADISE VALLEY HOSP, NATIONAL CITY",Appendix Surgery,53,0,,,,
"PARKVIEW COMMUNITY HOSP MED CTR, RIVERSIDE",Appendix Surgery,76,0,,,,
"PETALUMA VALLEY HOSP, PETALUMA",Appendix Surgery,65,0,,,,
"PIONEERS MEMORIAL HEALTHCARE DISTRICT, BRAWLEY",Appendix Surgery,78,0,,,,
PLACENTIA LINDA HOSP,Appendix Surgery,71,2,,,,
"POMERADO HOSP, POWAY",Appendix Surgery,104,0,0.00*,0.00,5.07,N.D.*
"POMONA VALLEY HOSP MED CTR, POMONA",Appendix Surgery,120,4,5.63*,1.53,14.40,High*
"PRESBYTERIAN INTERCOMMUNITY HOSP, WHITTIER",Appendix Surgery,265,7,4.41,1.78,9.09,High
"PROVIDENCE HOLY CROSS MED CTR, MISSION HILLS",Appendix Surgery,260,1,0.73,0.02,4.09,N.D.
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR,",Appendix Surgery,,,,,,
SAN PEDRO,Appendix Surgery,,,,,,
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR, TORRANCE",Appendix Surgery,305,2,2.51*,0.30,9.07,N.D.*
"PROVIDENCE SAINT JOSEPH MED CTR, BURBANK",Appendix Surgery,292,5,5.19*,1.69,12.12,High*
"PROVIDENCE TARZANA MED CTR, TARZANA",Appendix Surgery,251,0,0.00,0.00,2.71,N.D.
"QUEEN OF THE VALLEY MED CTR, NAPA",Appendix Surgery,108,0,0.00*,0.00,10.51,N.D.*
"RADY CHILDREN'S HOSP, SAN DIEGO",Appendix Surgery,734,0,0.00,0.00,1.12,N.D.
REDLANDS COMMUNITY HOSP,Appendix Surgery,141,0,0.00*,0.00,5.56,N.D.*
"REDWOOD MEMORIAL HOSP, FORTUNA",Appendix Surgery,22,0,,,,
REGIONAL MED CTR OF SAN JOSE,Appendix Surgery,199,0,0.00*,0.00,4.14,N.D.*
RIDGECREST REGIONAL HOSP,Appendix Surgery,58,0,,,,
RIVERSIDE COMMUNITY HOSP,Appendix Surgery,317,4,2.42,0.66,6.20,N.D.
"RIVERSIDE COUNTY REGIONAL MED CTR, MORENO VALLEY",Appendix Surgery,250,1,0.38,0.01,2.12,N.D.
"RONALD REAGAN UCLA MED CTR, LOS ANGELES",Appendix Surgery,180,1,0.97,0.03,5.42,N.D.
SADDLEBACK MEMORIAL MED CTR,Appendix Surgery,172,1,0.99,0.03,5.52,N.D.
"SADDLEBACK MEMORIAL MED CTR, LAGUNA HILLS",Appendix Surgery,,,,,,
SADDLEBACK MEMORIAL MED CTR-SAN CLEMENTE,Appendix Surgery,,,,,,
"SAINT AGNES MED CTR, FRESNO",Appendix Surgery,238,2,1.10,0.13,3.98,N.D.
"SAINT FRANCIS MED CTR, LYNWOOD",Appendix Surgery,123,3,5.51*,1.14,16.09,High*
"SAINT FRANCIS MEMORIAL HOSP, SAN FRANCISCO",Appendix Surgery,45,0,,,,
"SAINT JOHN'S HEALTH CTR, SANTA MONICA",Appendix Surgery,141,0,0.00*,0.00,4.77,N.D.*
"SAINT LOUISE REGIONAL HOSP, GILROY",Appendix Surgery,113,1,1.06*,0.03,5.92,N.D.*
"SAINT VINCENT MED CTR, LOS ANGELES",Appendix Surgery,52,0,,,,
SALINAS VALLEY MEMORIAL HOSP,Appendix Surgery,229,1,0.49,0.01,2.72,N.D.
"SAN ANTONIO COMMUNITY HOSP, UPLAND",Appendix Surgery,342,8,10.11*,4.37,19.93,High*
SAN DIMAS COMMUNITY HOSP,Appendix Surgery,57,1,,,,
SAN FRANCISCO GENERAL HOSP,Appendix Surgery,148,1,0.88,0.02,4.89,N.D.
"SAN GABRIEL VALLEY MED CTR, SAN GABRIEL",Appendix Surgery,59,0,,,,
"SAN GORGONIO MEMORIAL HOSP, BANNING",Appendix Surgery,58,0,,,,
"SAN JOAQUIN COMMUNITY HOSP, BAKERSFIELD",Appendix Surgery,358,2,1.41,0.17,5.10,N.D.
"SAN JOAQUIN GENERAL HOSP, FRENCH P",Appendix Surgery,102,0,0.00*,0.00,8.48,N.D.*
SAN MATEO MED CTR,Appendix Surgery,114,4,5.47*,1.49,14.01,High*
"SAN RAMON REGIONAL MED CTR, INC.",Appendix Surgery,75,0,,,,
SAN RAMON REGIONAL MED CTR,Appendix Surgery,,,,,,
SAN RAMON REGIONAL MED CTR SOUTH BUILDING,Appendix Surgery,,,,,,
SANTA BARBARA COTTAGE HOSPITAL,Appendix Surgery,334,2,1.29,0.16,4.64,N.D.
SANTA BARBARA COTTAGE HOSP,Appendix Surgery,,,,,,
REHABILITATION INSTITUTE AT SANTA BARBARA,Appendix Surgery,,,,,,
"SANTA CLARA VALLEY MED CTR, SAN JOSE",Appendix Surgery,351,14,2.04,1.11,3.41,High
"SANTA MONICA, UCLA MED CTR AND ORTHOPAEDIC",Appendix Surgery,167,0,0.00,0.00,1.83,N.D.
SANTA ROSA MEMORIAL HOSP,Appendix Surgery,149,0,0.00*,0.00,7.78,N.D.*
"SCRIPPS GREEN HOSP, LA JOLLA",Appendix Surgery,37,0,,,,
SCRIPPS HEALTH,Appendix Surgery,64,0,,,,
"SCRIPPS MERCY HOSP, SAN DIEGO",Appendix Surgery,,,,,,
SCRIPPS MERCY HOSP CHULA VISTA,Appendix Surgery,,,,,,
"SCRIPPS MEMORIAL HOSP, ENCINITAS",Appendix Surgery,53,0,,,,
"SCRIPPS MEMORIAL HOSP, LA JOLLA",Appendix Surgery,35,0,,,,
"SEQUOIA HOSP, REDWOOD CITY",Appendix Surgery,111,0,0.00*,0.00,8.62,N.D.*
SETON MED CTR,Appendix Surgery,70,1,,,,
"SETON MED CTR-COASTSIDE, MOSS BEACH",Appendix Surgery,,,,,,
"SETON MED CTR, DALY CITY",Appendix Surgery,,,,,,
"SHASTA REGIONAL MED CTR, REDDING",Appendix Surgery,93,2,1.89,0.23,6.82,N.D.
SHERMAN OAKS HOSP,Appendix Surgery,37,0,,,,
"SIERRA NEVADA MEMORIAL HOSP, GRASS VALLEY",Appendix Surgery,80,0,,,,
"SIERRA VIEW DISTRICT HOSP, PORTERVILLE",Appendix Surgery,200,0,0.00,0.00,2.80,N.D.
"SIERRA VISTA REGIONAL MED CTR, SAN LUIS OBISPO",Appendix Surgery,85,0,,,,
"SILVER LAKE MED CTR, LOS ANGELES",Appendix Surgery,<20,,,,,
SIMI VALLEY HOSP & HEALTH CARE SERVICES,Appendix Surgery,201,0,0.00*,0.00,4.35,N.D.*
SONOMA VALLEY HOSP,Appendix Surgery,<20,,,,,
SONORA REGIONAL MED CTR,Appendix Surgery,68,0,,,,
SONORA REGIONAL MED CTR CAMPUS #1,Appendix Surgery,,,,,,
SONORA REGIONAL MED CTR CAMPUS #2,Appendix Surgery,,,,,,
ST BERNARDINE MED CTR,Appendix Surgery,95,0,,,,
"ST ELIZABETH COMMUNITY HOSP, RED BLUFF",Appendix Surgery,58,0,,,,
"ST HELENA HOSP, CLEARLAKE",Appendix Surgery,25,0,,,,
"ST HELENA HOSP, ST HELENA",Appendix Surgery,29,0,,,,
"ST JOHN'S PLEASANT VALLEY HOSP, ARILLO",Appendix Surgery,70,1,,,,
"ST JOHN'S REGIONAL MED CTR, OXNARD",Appendix Surgery,204,3,2.66,0.55,7.76,N.D.
ST JOSEPH HOSP EUREKA,Appendix Surgery,,,,,,
"ST JOSEPH HOSP, EUREKA",Appendix Surgery,88,1,,,,
"ST JOSEPH HOSP, ORANGE",Appendix Surgery,328,3,0.58,0.12,1.68,N.D.
ST JOSEPH'S MED CTR OF STOCKTON,Appendix Surgery,171,2,2.46*,0.30,8.90,N.D.*
"ST JUDE MED CTR, FULLERTON",Appendix Surgery,185,1,0.43,0.01,2.39,N.D.
"ST MARY MED CTR, APPLE VALLEY",Appendix Surgery,171,0,0.00*,0.00,4.02,N.D.*
"ST MARY MED CTR, LONG BEACH",Appendix Surgery,92,0,,,,
"ST MARY'S MED CTR, SAN FRANCISCO",Appendix Surgery,36,1,,,,
"ST ROSE HOSP, HAYWARD",Appendix Surgery,61,0,,,,
"STANFORD HOSP, STANFORD",Appendix Surgery,121,1,1.19*,0.03,6.64,N.D.*
"SUTTER AMADOR HOSP, JACKSON",Appendix Surgery,30,0,,,,
"SUTTER AUBURN FAITH HOSP, AUBURN",Appendix Surgery,64,0,,,,
"SUTTER COAST HOSP, CRESCENT CITY",Appendix Surgery,35,0,,,,
"SUTTER DAVIS HOSPITAL, DAVIS",Appendix Surgery,61,0,,,,
"SUTTER DELTA MED CTR, ANTIOCH",Appendix Surgery,116,1,1.09*,0.03,6.09,N.D.*
SUTTER EAST BAY HOSPS CTR,Appendix Surgery,140,0,0.00,0.00,3.56,N.D.
"ALTA BATES SUMMIT MED CTR, ALTA BATES CAMPUS, BERKELEY",Appendix Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, HERRICK CAMPUS, BERKELEY",Appendix Surgery,,,,,,
SUTTER EAST BAY HOSPS CTR,Appendix Surgery,62,0,0.00,0.00,3.15,N.D.
"ALTA BATES SUMMIT MED CTR, OAKLAND",Appendix Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, SUMMIT CAMPUS, OAKLAND",Appendix Surgery,,,,,,
SUTTER HEALTH SACRAMENTO SIERRA REGION,Appendix Surgery,400,4,0.49,0.13,1.25,N.D.
"SUTTER GENERAL HOSP, SACRAMENTO",Appendix Surgery,,,,,,
"SUTTER MEMORIAL HOSP, SACRAMENTO",Appendix Surgery,,,,,,
"SUTTER LAKESIDE HOSP, LAKEPORT",Appendix Surgery,42,0,,,,
SUTTER MATERNITY & SURGERY CTR OF SANTA CRUZ,Appendix Surgery,27,0,,,,
"SUTTER MED CTR, CASTRO VALLEY",Appendix Surgery,101,1,1.35*,0.03,7.54,N.D.*
"EDEN MED CTR, CASTRO VALLEY",Appendix Surgery,,,,,,
SAN LEANDRO HOSP,Appendix Surgery,,,,,,
SUTTER MED CTR OF SANTA ROSA,Appendix Surgery,75,2,,,,
SUTTER ROSEVILLE MED CTR,Appendix Surgery,323,0,0.00,0.00,1.71,N.D.
"SUTTER SOLANO MED CTR, VALLEJO",Appendix Surgery,54,4,,,,
"SUTTER SURGICAL HOSP, NORTH VALLEY, YUBA CITY",Appendix Surgery,<20,,,,,
SUTTER TRACY COMMUNITY HOSP,Appendix Surgery,109,2,2.86*,0.35,10.34,N.D.*
SUTTER WEST BAY HOSPS,Appendix Surgery,,,,,,
